,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2010-04-27,57.54,45.79,57.59,72.48,262.04,64.23,48.67,37.56,30.85,60.72,46.79,48.55,153.04,83.59,34.9,54.04,18.7,35.25,16.46,142.02,36.05,51.06,52.87,87.97,18.46,34.55,128.82,80.23,31.72,39.4,36.26,54.92,68.53,45.74,17.47,37.37,32.67,35.29,26.54,29.5,19.9,13.57,26.32,76.99,63.11,84.5,52.43,34.58,76.56,53.25,16.53,5.3,10.81,16.92,68.27,42.41,70.53,27.01,67.18,30.14
2010-04-28,58.55,46.08,58.26,72.37,261.6,64.75,48.96,37.28,30.91,61.02,46.86,47.01,157.01,85.0,35.2,53.61,18.95,34.7,16.53,139.35,35.89,51.09,53.36,88.24,18.81,34.53,130.1,80.62,32.45,39.46,37.11,54.5,68.97,45.56,17.78,39.51,33.06,35.19,26.4,29.75,20.43,13.25,26.45,76.84,63.17,84.96,52.58,34.05,76.98,53.28,16.51,5.24,11.1,16.75,69.19,43.46,70.34,27.04,68.67,29.81
2010-04-29,59.1,47.6,59.37,73.79,268.64,65.2,49.5,37.5,31.0,61.28,47.46,47.37,160.24,84.8,35.87,53.7,19.49,35.34,16.86,141.73,37.67,51.25,53.74,89.33,20.0,34.13,130.46,82.29,33.23,40.57,37.26,55.74,70.75,46.28,18.3,40.23,33.46,35.56,27.01,29.91,21.16,13.58,27.45,78.11,62.2,86.37,55.01,34.72,77.96,52.88,16.65,5.35,11.22,16.97,68.66,44.0,71.52,27.53,69.38,30.9
2010-04-30,59.19,46.12,58.29,72.43,261.09,65.22,48.34,37.29,30.54,61.26,46.52,47.45,145.2,84.1,35.15,53.64,18.86,34.22,16.72,137.1,36.76,50.85,53.45,88.67,19.77,34.11,129.0,81.44,33.11,39.84,36.92,54.38,68.09,45.68,17.83,38.9,33.08,35.23,26.01,29.6,20.79,13.02,27.44,77.09,62.16,84.89,54.94,33.79,76.36,51.97,16.2,5.17,10.9,16.53,67.77,42.58,70.59,26.93,67.83,30.26
2010-05-03,59.7,47.2,59.53,74.39,266.35,65.69,49.71,37.43,30.86,61.15,47.81,47.41,149.5,84.27,35.62,53.74,19.26,34.64,16.91,137.49,37.68,50.54,53.76,89.81,20.39,34.15,129.6,82.83,33.88,40.12,37.08,54.09,69.94,46.09,18.06,39.54,33.88,35.87,26.45,29.9,21.37,13.3,27.78,77.69,62.68,86.75,54.74,33.68,77.55,52.71,16.38,5.22,11.05,16.95,67.84,43.53,71.42,27.54,69.24,30.49
2010-05-04,58.01,45.86,58.62,72.79,258.68,65.43,49.96,36.95,30.13,61.19,45.93,46.09,149.45,82.87,35.13,54.02,18.58,33.48,17.26,129.83,36.16,49.82,53.18,87.68,19.87,33.23,128.12,80.76,32.94,38.6,36.48,51.86,66.7,44.35,17.56,38.25,32.67,35.42,25.74,29.57,20.47,12.85,27.22,76.09,61.71,85.4,54.13,32.75,75.28,50.64,15.66,5.1,10.6,16.32,66.47,42.47,70.64,26.56,66.66,29.56
2010-05-05,56.76,44.43,58.22,71.0,255.99,65.2,48.79,36.19,29.85,61.52,46.28,45.72,148.19,82.72,35.73,54.77,18.1,33.28,17.18,130.93,35.26,49.09,53.66,86.59,19.74,32.75,127.46,80.19,32.66,37.87,36.06,50.84,65.96,44.43,17.53,37.7,31.88,35.24,25.87,29.75,20.36,12.34,26.81,75.77,62.16,84.84,54.74,32.6,74.96,50.93,15.77,5.05,10.42,16.49,66.17,42.63,70.66,26.55,66.88,29.3
2010-05-06,55.09,42.5,56.6,67.97,246.25,64.7,47.89,34.9,28.98,61.09,45.23,44.38,142.32,81.77,34.66,53.23,17.31,33.2,16.74,128.71,34.3,48.31,52.3,84.24,18.51,31.77,123.92,77.2,31.18,36.69,35.24,48.72,63.5,44.05,16.28,36.75,30.9,33.96,25.07,29.21,19.35,11.78,24.91,75.13,60.75,82.85,53.71,32.76,72.06,48.33,15.2,5.0,10.04,15.92,63.89,40.81,69.42,25.49,64.57,28.04
2010-05-07,54.68,40.6,55.17,66.72,235.86,64.57,46.67,34.2,28.21,61.0,42.46,43.78,142.99,80.21,34.87,52.4,16.88,32.9,16.46,124.98,33.34,47.06,52.67,82.63,18.36,30.9,122.1,77.1,30.82,36.23,34.86,47.71,62.1,43.79,16.18,38.7,30.25,33.43,24.74,30.07,18.52,11.51,24.64,74.89,60.31,81.27,52.84,32.45,70.5,46.73,15.01,4.98,9.73,15.29,63.7,40.76,68.01,24.71,62.84,27.39
2010-05-10,56.67,43.09,56.59,71.0,253.99,66.41,50.5,35.29,28.94,62.93,44.81,45.46,143.83,83.18,35.57,52.58,18.04,34.31,17.0,131.29,35.8,48.51,54.04,85.97,18.03,33.06,126.27,79.89,32.97,38.24,36.17,51.46,66.69,45.46,17.3,40.98,31.49,35.29,25.82,30.52,19.73,12.15,24.05,76.75,62.42,83.62,54.25,33.13,73.11,49.1,15.38,5.12,10.14,16.33,65.23,41.95,70.58,26.13,64.88,28.94
2010-05-11,57.28,43.33,57.46,71.42,256.52,66.55,53.86,35.37,28.88,62.79,46.04,45.37,141.97,82.83,36.17,52.46,18.0,33.57,17.01,130.46,35.6,48.18,53.61,85.04,18.08,32.45,126.89,79.7,32.91,38.1,35.75,50.53,66.07,44.09,17.16,42.89,31.48,35.63,25.65,30.37,19.57,12.31,24.51,77.46,62.37,83.1,54.38,32.66,72.65,48.42,15.48,5.02,10.1,16.41,64.46,41.55,70.48,25.96,64.89,29.03
2010-05-12,57.68,44.1,58.0,72.87,262.09,66.94,55.99,35.4,29.44,62.8,47.2,44.9,147.2,83.55,36.57,52.48,18.44,33.24,16.9,133.87,36.71,48.74,54.02,86.44,18.18,32.94,132.68,80.06,33.66,39.26,36.32,50.98,68.15,44.3,17.07,41.4,31.54,35.89,26.1,30.4,20.56,12.68,25.15,78.34,63.02,83.41,54.89,33.03,74.09,49.56,15.72,4.89,10.19,16.47,64.91,41.69,70.67,26.74,65.75,28.71
2010-05-13,56.94,42.81,56.85,71.76,258.36,66.48,55.18,35.09,29.24,62.18,46.47,44.54,144.65,83.13,35.86,52.4,18.05,31.53,16.56,131.47,36.03,48.19,53.49,85.59,17.76,32.39,131.48,78.92,33.08,38.59,36.5,50.14,66.91,43.66,16.87,40.65,31.16,35.27,25.49,30.31,20.63,12.42,24.66,76.78,62.75,82.35,54.63,32.56,72.96,48.72,15.44,4.95,10.3,16.14,64.74,40.81,70.5,25.53,64.98,28.5
2010-05-14,55.84,40.64,56.32,69.82,253.82,66.07,54.43,34.15,28.93,61.61,44.99,43.67,143.23,82.76,35.38,52.12,17.64,31.19,16.2,128.53,34.61,47.28,53.34,84.68,17.6,31.51,131.19,77.83,32.04,37.65,35.78,48.11,64.88,43.0,16.34,39.72,30.56,35.2,24.88,30.03,20.13,12.11,24.39,75.48,62.54,80.79,54.5,32.13,71.71,47.43,15.15,4.9,10.02,16.39,63.6,39.89,69.59,24.94,63.29,27.97
2010-05-17,55.19,41.22,56.63,69.68,254.22,66.75,53.28,34.48,28.94,62.29,45.57,43.77,142.64,83.81,35.71,52.73,17.56,30.67,16.11,128.91,34.93,47.04,53.41,84.68,18.1,29.98,130.44,77.73,31.97,37.65,35.87,48.15,63.78,43.28,16.35,39.0,30.63,35.59,25.42,30.55,19.46,11.95,24.68,76.88,63.38,81.31,55.58,32.49,71.77,47.52,15.22,4.91,10.1,16.27,63.27,39.84,70.14,24.87,63.67,27.86
2010-05-18,54.67,39.84,55.44,67.72,252.36,66.53,52.84,33.66,28.6,62.0,45.23,43.15,137.36,83.15,35.2,53.71,17.23,30.42,15.81,126.28,34.3,46.09,53.1,84.02,17.69,29.7,129.95,76.85,30.59,37.08,35.2,47.44,63.19,42.71,15.95,37.78,30.62,34.73,24.54,30.03,19.04,11.55,24.06,75.57,63.21,81.0,55.46,32.18,70.55,46.79,15.0,4.85,10.01,16.03,62.79,39.02,70.02,24.36,62.85,27.29
2010-05-19,53.91,40.17,55.18,66.21,248.34,66.04,53.62,34.28,28.24,62.0,45.0,43.6,140.1,82.15,34.81,53.04,17.26,31.73,15.82,124.59,33.69,46.06,53.12,82.54,17.58,29.97,128.86,76.6,30.08,36.82,34.95,47.94,61.44,42.6,16.31,37.33,30.76,34.38,24.65,30.29,18.82,11.55,23.76,75.71,63.22,80.5,55.17,32.15,69.68,47.0,14.98,4.93,9.59,15.79,62.45,39.38,69.4,24.26,62.27,27.75
2010-05-20,50.93,38.62,53.26,63.0,237.76,63.86,51.9,33.33,27.11,61.23,42.28,43.14,136.1,80.3,32.71,51.3,16.26,30.67,15.23,119.71,32.24,44.63,51.54,79.58,16.79,29.24,123.8,73.6,28.69,35.71,33.86,46.45,58.67,41.13,15.3,34.81,29.74,32.89,24.26,29.13,17.88,10.8,22.22,74.0,61.61,77.55,53.76,30.79,66.3,45.95,14.32,4.92,9.12,15.1,60.33,37.83,67.66,23.31,60.02,27.11
2010-05-21,51.47,39.82,53.7,64.56,242.32,63.58,53.25,33.28,26.84,61.62,43.48,43.27,140.62,79.59,33.1,51.37,16.42,32.26,15.4,122.72,32.94,45.12,51.59,80.7,17.03,29.41,125.42,74.48,30.11,36.1,34.3,47.57,60.09,41.8,15.99,35.96,30.08,33.02,24.57,29.69,18.14,11.26,23.2,75.59,61.85,81.16,54.08,31.63,67.45,46.58,13.35,5.01,9.22,15.48,60.88,40.05,67.86,23.46,61.13,27.35
2010-05-24,50.11,39.04,52.65,63.15,246.76,63.32,52.25,32.93,26.27,60.98,43.52,42.27,136.69,78.73,32.74,51.0,16.01,31.37,15.22,122.12,32.27,44.82,51.46,79.59,16.77,28.91,124.45,73.44,28.71,35.4,33.95,45.13,59.22,40.86,15.4,34.53,29.77,33.22,24.24,28.93,17.71,11.01,22.85,74.5,61.4,79.8,53.96,30.97,65.96,45.69,13.44,4.9,8.95,15.54,60.19,38.62,67.66,23.37,60.25,26.81
2010-05-25,49.92,39.0,52.28,62.78,245.22,62.89,51.76,32.92,26.07,60.55,43.5,42.14,142.56,78.33,32.91,50.28,15.95,30.9,15.06,124.86,32.25,44.35,50.62,79.47,17.67,28.95,124.52,72.57,28.9,35.48,34.07,45.45,59.21,40.22,15.49,34.49,29.79,33.98,24.4,28.37,17.38,11.02,23.9,74.09,61.05,80.4,53.43,31.0,66.04,45.85,13.33,4.9,9.09,15.31,59.71,38.94,67.84,23.31,60.8,26.47
2010-05-26,49.57,38.17,51.53,63.26,244.11,61.23,53.11,32.34,25.01,60.25,44.14,41.59,140.3,77.98,31.92,50.02,16.01,30.39,15.11,123.21,32.28,43.78,50.08,79.17,17.72,28.55,123.23,71.55,28.04,35.08,33.77,44.21,59.73,39.55,15.47,34.05,29.53,34.04,24.14,28.4,17.59,11.39,24.38,72.01,60.44,79.73,52.91,30.4,66.38,45.72,13.25,4.84,8.99,15.45,59.31,38.78,66.01,22.89,60.18,26.12
2010-05-27,52.21,40.33,52.64,65.13,253.35,62.9,55.79,33.36,26.0,61.18,45.47,42.95,144.95,78.77,32.34,50.7,16.66,31.65,15.37,126.7,34.02,45.22,51.23,81.43,18.33,30.28,126.39,74.36,29.41,36.79,34.59,47.84,62.06,41.42,16.18,36.46,30.94,34.55,24.85,29.06,18.8,11.99,25.05,73.74,60.95,80.56,53.59,31.33,68.48,46.94,13.4,5.01,9.46,15.69,61.46,40.42,67.2,23.67,61.03,27.47
2010-05-28,51.86,39.87,52.41,64.18,256.88,62.89,54.18,33.46,25.8,60.7,44.94,42.43,144.26,78.09,32.04,50.56,16.35,30.78,15.23,125.46,33.45,45.01,51.4,79.31,18.09,29.91,125.26,73.87,28.69,36.17,34.63,46.63,60.76,40.88,15.74,35.38,30.99,33.86,24.42,28.6,18.68,11.73,24.81,72.34,61.09,79.92,53.43,30.39,67.9,46.01,13.33,4.84,9.31,15.34,60.46,39.58,66.87,23.16,60.49,27.31
2010-06-01,50.33,39.19,51.95,62.95,260.83,62.76,52.56,33.66,25.89,61.12,43.47,43.14,141.86,76.93,32.02,50.92,15.98,30.23,14.99,123.24,32.88,44.93,51.29,78.07,18.02,29.76,124.34,72.29,28.23,35.24,34.34,45.67,59.27,40.57,15.44,34.25,30.18,33.54,24.35,28.9,17.56,11.41,24.37,71.52,61.16,79.17,53.59,30.04,66.74,45.58,13.09,4.84,8.95,15.02,59.25,38.54,66.36,23.0,59.54,27.24
2010-06-02,52.49,40.97,52.94,64.34,263.95,63.46,53.79,34.81,26.46,61.1,44.5,44.38,144.83,78.22,32.82,51.72,16.35,30.15,15.2,126.31,33.5,45.97,52.41,78.74,18.38,30.52,127.41,74.13,29.18,36.19,35.2,47.18,60.86,41.45,15.89,35.06,31.07,33.87,24.76,29.53,17.83,11.85,25.08,72.05,61.74,79.8,54.94,30.2,67.92,47.27,13.12,4.87,9.22,15.18,60.77,39.55,67.77,23.35,60.82,28.05
2010-06-03,51.98,40.54,53.08,64.31,263.12,63.37,54.49,34.93,26.86,61.28,44.91,44.34,144.04,78.88,32.35,51.72,16.45,30.05,15.23,128.76,34.37,46.31,52.75,78.34,18.4,30.63,127.96,73.91,28.86,35.78,35.06,48.08,61.11,41.96,15.81,35.2,31.3,33.43,25.04,29.28,18.2,11.96,25.44,72.72,61.8,79.71,55.11,30.78,68.07,47.48,13.76,4.84,9.27,15.43,61.56,39.1,67.85,23.72,60.93,28.07
2010-06-04,50.06,38.41,51.47,61.15,255.96,61.44,52.24,33.88,25.79,60.18,41.67,42.32,142.25,77.24,30.84,50.4,15.71,29.24,14.76,122.77,32.18,44.81,51.27,76.1,17.79,29.06,125.28,71.28,27.78,34.41,33.79,45.25,57.76,41.02,15.35,34.75,30.46,32.15,24.18,28.51,17.27,11.5,24.8,71.1,60.8,77.39,53.22,29.86,65.18,46.05,13.24,4.7,8.88,15.0,59.53,37.62,66.7,22.96,58.24,27.15
2010-06-07,49.59,37.71,50.72,60.11,250.94,61.73,50.97,33.66,25.29,60.88,40.17,42.29,138.68,77.64,30.0,50.74,15.41,28.29,14.52,122.01,31.09,44.83,50.8,74.74,17.36,28.47,124.13,71.35,27.29,34.09,31.04,44.9,55.83,39.83,14.83,34.08,30.4,31.55,23.67,28.32,17.11,11.09,23.62,69.47,60.62,76.32,53.49,29.15,62.08,45.24,12.93,4.63,8.62,14.94,59.3,36.72,66.75,22.76,57.09,26.97
2010-06-08,50.84,38.43,50.47,61.02,249.33,62.65,51.35,33.6,25.11,61.66,40.65,42.81,137.78,78.76,30.61,50.78,15.48,28.62,14.55,118.84,32.14,45.33,51.56,74.92,17.43,28.72,123.72,71.02,27.76,35.49,31.16,45.56,56.61,40.45,15.33,34.31,30.2,31.81,23.88,28.64,16.86,11.22,23.47,70.38,62.14,77.0,54.35,29.68,62.65,45.88,12.68,4.56,8.56,14.79,61.24,37.78,68.38,22.96,57.38,27.31
2010-06-09,50.72,38.11,50.51,61.71,243.2,62.49,50.27,33.7,24.79,61.77,41.3,42.9,136.8,78.72,29.83,50.99,15.32,28.2,14.52,117.91,32.51,45.93,51.35,74.79,17.42,28.78,123.9,70.79,27.03,35.58,30.67,44.86,56.81,39.84,15.01,34.22,30.25,31.76,23.74,28.88,16.36,11.05,22.15,69.48,61.47,77.34,53.98,28.91,62.55,45.41,12.78,4.5,8.49,14.69,60.03,37.12,68.26,22.78,57.56,27.47
2010-06-10,53.37,40.03,51.5,63.89,250.51,63.84,53.36,34.28,25.0,62.22,43.6,43.9,133.77,79.47,29.96,51.22,15.68,28.22,14.91,123.21,33.41,47.45,52.45,77.43,18.07,29.86,127.68,74.17,28.13,36.99,31.9,46.71,59.95,40.58,15.46,35.3,31.54,32.72,24.53,29.38,17.27,11.39,23.37,71.07,61.91,78.47,54.33,29.34,64.07,46.5,13.07,4.65,9.02,15.1,61.89,38.29,69.37,22.77,59.05,28.43
2010-06-11,53.5,40.13,51.71,65.38,253.51,63.56,53.61,34.97,25.66,62.15,43.89,44.12,135.64,79.15,29.48,50.86,15.56,28.6,15.46,123.03,33.32,48.25,51.65,78.3,18.19,30.06,128.45,74.06,27.84,37.61,32.08,47.11,60.23,40.85,15.6,35.08,31.53,32.22,24.45,29.3,17.25,11.4,23.4,70.81,61.01,78.75,53.66,28.71,64.58,47.19,13.15,4.68,9.02,15.29,61.86,38.09,69.54,22.91,59.69,28.21
2010-06-14,52.8,39.89,51.4,64.82,254.28,63.85,53.5,35.24,25.5,62.45,43.86,44.38,133.44,79.32,29.54,51.24,15.39,28.4,15.33,123.83,33.97,48.26,51.51,78.14,18.15,30.79,128.5,74.18,27.4,36.86,31.87,47.83,61.0,41.06,15.41,37.09,31.58,32.06,24.57,29.39,17.53,11.46,24.57,71.02,61.25,79.67,54.47,29.65,64.31,46.88,13.09,4.71,9.15,15.17,61.37,37.33,69.3,22.76,59.74,28.85
2010-06-15,54.3,41.59,53.13,67.48,259.69,64.24,54.33,36.02,26.58,63.03,45.42,45.55,136.9,80.81,30.18,51.64,15.79,28.89,15.52,126.84,35.15,49.02,52.18,79.77,18.65,31.56,129.79,75.23,27.91,37.86,32.21,49.61,63.46,41.65,15.8,37.88,33.0,32.26,25.7,29.71,18.2,11.7,25.15,73.04,61.91,80.84,54.62,30.42,66.62,47.98,14.0,4.77,9.46,15.65,62.51,38.25,70.4,23.33,60.5,29.31
2010-06-16,54.47,42.34,52.85,67.03,267.25,63.91,55.5,36.41,26.32,62.83,44.5,45.39,137.06,80.63,29.24,50.98,15.85,28.33,15.48,126.9,35.32,48.86,52.4,80.88,18.39,31.84,130.35,74.95,28.12,37.76,31.88,49.95,64.39,42.39,15.87,37.87,32.8,32.14,25.42,29.73,18.16,11.63,25.23,72.78,61.19,81.2,54.2,30.13,66.29,48.01,13.99,4.75,9.44,15.49,62.51,38.52,70.29,23.29,61.08,28.82
2010-06-17,55.18,42.06,53.1,67.26,271.87,64.49,56.43,36.16,26.37,63.13,44.64,46.44,137.32,80.9,29.27,51.41,15.91,28.25,15.47,125.89,35.24,49.0,52.36,81.03,18.58,31.72,130.98,75.32,27.93,37.8,31.84,50.15,64.95,42.01,15.82,37.77,33.04,31.91,25.53,29.98,17.94,11.48,25.38,72.31,61.76,80.95,54.8,30.08,66.31,48.24,14.2,4.65,9.46,15.6,62.6,38.44,70.05,23.17,61.5,29.1
2010-06-18,56.01,42.03,53.25,67.96,274.07,64.08,56.89,35.49,26.44,62.78,44.49,46.21,138.18,80.59,30.09,51.55,15.95,27.93,15.21,125.83,35.3,48.75,52.31,81.18,18.51,30.44,130.15,75.52,28.07,38.36,32.43,49.82,65.85,41.79,15.82,37.91,32.96,31.94,25.45,30.01,17.99,11.46,25.21,71.45,61.3,80.69,54.47,29.75,66.9,47.98,14.04,4.66,9.43,15.54,63.1,39.18,69.88,23.49,62.08,28.58
2010-06-21,55.8,42.6,53.19,67.97,270.17,64.02,55.57,35.2,25.95,62.69,44.21,45.93,137.74,81.16,30.14,51.02,16.1,28.4,15.1,122.55,35.25,48.89,52.48,81.47,18.35,30.53,130.65,75.72,27.94,38.31,31.78,49.69,66.07,42.45,15.79,38.76,32.54,31.43,25.25,29.94,18.14,11.53,25.06,71.86,61.1,80.07,53.96,30.38,66.78,47.51,13.95,4.69,9.35,15.21,63.13,38.87,69.92,23.34,61.24,28.78
2010-06-22,54.46,41.94,52.18,66.28,273.85,63.3,53.52,35.06,25.77,62.37,42.34,45.83,134.79,80.94,28.17,50.68,15.79,27.56,14.97,122.31,34.07,48.44,52.46,80.03,18.24,30.78,129.3,74.0,27.46,37.45,31.4,48.42,64.11,41.07,15.58,38.27,31.55,30.61,24.75,29.36,17.8,11.22,24.64,71.27,60.72,79.86,53.48,29.99,65.45,46.77,13.8,4.72,9.13,15.09,61.94,38.33,68.64,22.97,60.25,28.47
2010-06-23,53.51,42.17,51.96,67.45,270.97,62.73,53.56,34.99,25.31,62.33,42.56,46.0,135.07,80.33,28.13,50.81,15.39,27.74,14.88,121.45,33.72,48.55,52.24,80.12,18.18,30.97,130.11,72.26,27.32,37.26,31.43,48.37,64.33,40.54,15.43,37.81,31.83,30.5,24.78,29.54,18.16,11.03,24.44,70.85,61.38,79.69,53.38,29.9,64.89,46.89,13.82,4.74,9.02,15.23,61.1,38.89,68.63,22.86,59.93,28.56
2010-06-24,52.51,41.06,50.8,67.43,269.0,62.4,52.7,34.97,25.0,61.89,42.07,45.79,134.98,80.32,27.59,50.03,15.08,27.39,14.46,118.33,32.66,48.49,51.8,78.18,17.82,30.46,128.19,70.83,26.86,36.52,30.79,47.24,63.37,40.1,15.02,36.77,30.84,29.67,24.28,29.47,18.07,10.78,24.21,70.43,60.87,78.12,52.86,29.58,63.25,45.89,12.93,4.65,8.77,14.83,60.07,38.03,67.73,22.57,58.88,28.16
2010-06-25,51.92,42.67,50.38,68.77,266.7,60.77,53.04,34.61,24.53,61.47,42.55,45.82,139.66,79.03,26.93,48.8,14.91,27.33,14.64,121.0,32.71,48.85,50.26,78.9,17.67,30.3,127.12,70.06,27.05,36.66,30.6,46.97,64.71,39.19,15.42,36.95,30.76,30.2,24.04,29.33,18.77,10.75,24.09,70.0,59.79,78.05,52.42,29.85,63.22,45.92,12.93,4.72,8.74,14.81,59.1,39.44,67.42,22.18,58.6,28.17
2010-06-28,51.19,42.11,50.59,67.3,268.3,61.96,52.79,34.3,24.31,61.76,42.04,45.64,136.66,79.24,26.9,49.57,15.0,27.16,14.54,117.8,32.22,48.96,51.08,78.98,18.11,30.55,128.98,69.96,27.03,36.23,30.89,46.52,64.4,39.12,15.24,36.38,30.51,29.59,24.36,28.94,18.5,10.43,24.33,69.45,60.62,77.58,52.51,29.8,62.26,46.07,12.95,4.58,8.71,14.73,58.47,38.54,67.33,22.42,58.42,28.19
2010-06-29,49.84,40.09,48.75,63.04,256.17,61.23,49.61,33.83,23.31,60.97,40.37,44.51,133.76,78.0,26.49,48.9,14.48,26.84,14.28,108.61,30.64,48.21,50.33,78.49,17.68,29.75,125.09,68.36,25.93,35.24,29.82,44.68,60.85,37.43,14.57,34.52,29.63,28.63,23.89,28.44,17.68,9.88,23.85,68.48,60.32,75.15,51.75,29.14,59.43,44.3,12.27,4.51,8.34,14.04,57.29,37.06,66.46,21.62,55.52,27.61
2010-06-30,49.09,39.7,48.39,62.75,251.53,60.95,49.2,34.01,23.01,60.63,40.23,44.3,131.27,78.76,26.7,48.07,14.42,26.68,14.26,109.26,29.94,48.32,50.12,78.99,17.37,30.06,123.48,67.86,25.6,34.59,29.32,44.64,60.07,37.31,14.37,34.44,28.91,28.07,23.28,28.0,17.98,10.08,24.01,68.57,59.98,74.5,50.3,28.75,58.56,43.28,12.06,4.56,8.04,13.84,57.07,36.61,65.87,21.31,54.44,27.32
2010-07-01,48.87,39.48,47.73,62.26,248.48,61.52,48.19,33.92,23.16,60.64,40.19,45.66,131.14,78.84,26.56,48.34,14.12,26.34,14.23,110.96,30.12,48.36,50.03,78.55,17.74,30.38,122.57,67.48,25.18,34.49,29.23,45.09,59.97,37.01,14.02,33.88,28.51,27.92,23.17,28.0,17.26,10.57,24.23,68.7,59.54,74.46,50.77,28.8,58.5,42.89,12.03,4.57,7.97,14.09,56.61,36.08,66.71,21.26,54.15,27.54
2010-07-02,48.82,39.42,47.58,61.94,246.94,61.53,48.13,33.78,23.27,60.49,38.84,45.03,131.08,78.72,26.36,48.0,13.88,26.36,14.14,109.14,29.55,47.85,50.05,77.67,17.46,29.4,121.86,67.31,24.88,34.06,29.08,45.5,59.18,37.17,13.84,33.1,28.2,27.76,23.11,27.82,16.91,10.28,23.93,68.26,59.38,74.44,50.67,28.59,58.7,42.81,12.03,4.56,7.99,14.07,56.57,35.83,66.14,21.13,54.1,27.42
2010-07-06,49.2,39.21,47.47,61.36,248.63,61.64,47.36,34.13,23.82,60.19,38.38,46.12,132.26,78.77,26.62,48.57,13.97,26.88,14.29,110.06,29.25,48.64,50.43,78.14,17.8,29.47,123.46,67.56,25.15,34.05,28.55,45.93,59.81,38.11,14.06,33.71,28.22,27.34,23.12,28.25,16.85,10.16,23.89,70.03,59.34,74.33,51.31,29.19,58.64,43.17,11.9,4.75,7.91,14.13,57.46,36.33,66.11,21.34,54.12,27.94
2010-07-07,51.16,41.15,48.81,63.3,258.67,62.93,50.09,34.44,24.3,61.29,40.18,47.34,135.83,80.98,27.15,48.92,14.62,27.05,14.62,113.43,30.75,49.42,51.47,80.52,17.84,29.84,127.0,69.45,26.66,35.25,29.13,47.46,62.18,38.89,14.71,35.34,29.12,28.01,24.25,28.79,17.61,10.59,24.82,71.0,60.82,75.41,51.99,29.46,60.22,44.96,12.46,4.81,8.12,14.4,58.43,38.15,67.31,22.48,55.59,28.58
2010-07-08,51.55,42.12,49.5,64.73,258.09,64.0,50.17,34.91,24.41,61.91,40.98,46.89,135.46,81.96,28.12,49.18,14.83,27.78,14.82,116.22,30.68,49.72,52.42,81.22,17.84,30.14,127.97,70.41,26.64,36.29,29.43,48.58,63.17,39.16,14.86,35.51,29.6,28.15,24.22,29.03,17.9,10.62,25.1,71.21,61.95,76.15,51.94,29.79,60.97,45.48,12.78,4.87,8.17,14.6,58.81,38.16,69.02,22.55,56.17,28.8
2010-07-09,52.3,42.58,48.81,64.66,259.62,63.5,49.57,34.84,24.27,61.7,41.12,47.15,138.06,82.15,28.4,49.43,14.95,27.86,14.77,117.26,31.14,49.55,52.4,82.16,18.07,30.31,127.96,71.84,27.0,36.9,29.8,48.78,64.72,39.33,15.11,35.9,30.19,28.26,24.48,28.99,17.89,10.85,25.34,71.07,61.75,75.24,51.77,29.82,60.84,45.25,12.85,4.83,8.22,14.89,58.78,38.85,69.22,22.7,55.45,28.86
2010-07-12,52.1,42.83,48.1,64.34,257.29,63.74,48.86,35.12,24.83,61.93,40.84,47.08,137.25,82.84,28.14,50.12,14.93,28.51,14.93,119.51,30.97,49.52,52.45,82.26,18.51,30.39,128.67,71.85,27.06,36.52,29.97,48.57,64.28,39.16,15.21,35.57,30.1,28.31,24.75,29.0,17.79,11.1,25.53,71.07,62.09,74.74,51.63,30.31,59.87,45.68,12.84,4.7,8.4,14.94,58.94,39.19,69.94,22.86,54.55,28.84
2010-07-13,53.22,44.17,48.33,64.43,251.8,63.43,51.11,35.72,25.13,62.37,41.64,47.51,140.25,83.15,29.11,50.54,15.21,29.23,14.79,123.65,31.87,50.12,52.72,83.55,19.02,30.98,130.48,73.23,27.94,37.31,30.55,49.47,66.79,39.58,15.67,37.99,30.92,28.64,25.39,29.4,18.09,11.66,26.3,71.72,62.39,75.53,51.95,30.36,60.56,46.77,13.2,4.81,8.63,15.52,59.42,40.48,70.84,23.09,55.26,29.65
2010-07-14,52.8,43.7,48.57,64.75,252.73,63.56,51.47,36.35,25.44,62.33,41.62,48.06,139.06,83.31,29.62,50.35,15.2,29.08,14.84,123.3,32.16,50.75,52.82,83.05,18.98,31.29,130.72,73.05,27.66,37.09,30.67,49.61,66.7,40.13,15.67,37.53,30.44,28.28,25.09,29.32,17.63,11.81,25.81,73.34,62.66,75.5,52.06,30.83,61.61,47.34,13.52,4.76,8.61,15.37,59.26,40.35,70.9,23.74,56.99,29.86
